0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	2387
282	2389
283	2392
284	2394
285	2397
286	2400
287	2402
288	2405
289	2407
290	2410
291	2412
292	2415
293	2417
294	2420
295	2422
296	2425
297	2428
298	2430
299	2433
300	2435
301	2438
302	2440
303	2443
304	2445
305	2448
306	2450
307	2453
308	2455
309	2458
310	2460
311	2463
312	2465
313	2468
314	2470
315	2473
316	2475
317	2477
318	2480
319	2482
320	2485
321	2487
322	2490
323	2492
324	2495
325	2497
326	2500
327	2502
328	2504
329	2507
330	2509
331	2512
332	2514
333	2517
334	2519
335	2521
336	2524
337	2526
338	2529
339	2531
340	2533
341	2536
342	2538
343	2541
344	2543
345	2545
346	2548
347	2550
348	2553
349	2555
350	2557
351	2560
352	2562
353	2564
354	2567
355	2569
356	2572
357	2574
358	2576
359	2579
360	2581
361	2583
362	2586
363	2588
364	2590
365	2593
366	2595
367	2597
368	2600
369	2602
370	2604
371	2607
372	2609
373	2611
374	2614
375	2616
376	2618
377	2621
378	2623
379	2625
380	2628
381	2630
382	2632
383	2634
384	2637
385	2639
386	2641
387	2644
388	2646
389	2648
390	2650
391	2653
392	2655
393	2657
394	2660
395	2662
396	2664
397	2666
398	2669
399	2671
400	2673
401	2675
402	2678
403	2680
404	2682
405	2685
406	2687
407	2689
408	2691
409	2694
410	2696
411	2698
412	2700
413	2702
414	2705
415	2707
416	2709
417	2711
418	2714
419	2716
420	2718
421	2720
422	2723
423	2725
424	2727
425	2729
426	2731
427	2734
428	2736
429	2738
430	2740
431	2742
432	2745
433	2747
434	2749
435	2751
436	2753
437	2756
438	2758
439	2760
440	2762
441	2764
442	2767
443	2769
444	2771
445	2773
446	2775
447	2778
448	2780
449	2782
450	2784
451	2786
452	2788
453	2791
454	2793
455	2795
456	2797
457	2799
458	2801
459	2804
460	2806
461	2808
462	2810
463	2812
464	2814
465	2816
466	2819
467	2821
468	2823
469	2825
470	2827
471	2829
472	2831
473	2834
474	2836
475	2838
476	2840
477	2842
478	2844
479	2846
480	2848
481	2851
482	2853
